designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 5966508816026611328",5966508816026611328,253.62284960593865,-41.85939312837952,0.529012146048605,-1.2849741899800624,-5.0610252298001015,1.0896943,19.158648,3.703205,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508816026612992",5966508816026612992,253.62490326686753,-41.85617624777447,0.7012818968241566,-2.187294338548294,-2.1919184503563125,1.0666504,20.41122,2.4252243,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508816026614272",5966508816026614272,253.62583029586145,-41.86159669823344,2.3922506248512962,-3.423863437322908,-5.18502675045174,1.4017946,19.783577,3.4054623,,"VARIABLE",0,false,false,false,true,false,false,false,,,,,,,
"Gaia DR3 5966508816026618112",5966508816026618112,253.633395991379,-41.859000328440736,-0.4999507571519165,-5.88426365441802,-4.50158871595073,1.1682141,20.073053,2.852024,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315535360",5966508820315535360,253.63059125134822,-41.865220262774244,0.25835556704451906,-0.6672082803866408,-1.7697222700850048,0.99093115,19.264477,2.942934,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315540864",5966508820315540864,253.63227333053084,-41.86241797317135,-0.019159487468294704,-3.1038069165084545,-5.1382662494321565,1.0981358,19.844513,4.183811,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315540992",5966508820315540992,253.63297196778328,-41.862397090400826,,,,,19.370272,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315548288",5966508820315548288,253.62470446874536,-41.86520695819434,0.7527646521009341,-1.9385801693124107,-3.6129911274219584,1.0335522,19.233257,1.9952507,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315550720",5966508820315550720,253.62959013902648,-41.86169836878128,0.24580193195338607,-1.2236658336235815,-1.9240365929728434,0.9990375,19.93476,2.9861279,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315555072",5966508820315555072,253.63266431230707,-41.8589003840326,-0.5442108538475459,2.035944041157422,-0.8537571470644783,1.0795383,20.202532,1.2313576,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315555200",5966508820315555200,253.62503440353498,-41.86352281867064,0.5004330529124374,-0.4003294284484341,-2.5061213892267657,1.1024086,19.371923,2.6412697,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315561216",5966508820315561216,253.6218073905937,-41.863492957093904,0.9161230424586883,1.6819814926633212,-12.261807605838108,1.0494578,19.934849,2.8010807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315561600",5966508820315561600,253.62889434023214,-41.85912965665332,-0.5603838997181495,2.4146762761582057,-1.1866004860553192,0.9656164,20.253887,2.1223526,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820315562752",5966508820315562752,253.62997723651293,-41.85786943469572,,,,,20.30393,3.0219727,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820318053504",5966508820318053504,253.61655126074618,-41.85697002686791,0.6274561551511115,0.9860495986590008,-1.7709833679235225,1.0852075,20.270899,1.8596268,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820318062208",5966508820318062208,253.6207960077324,-41.84975041244786,1.8726202376088468,-2.8913507033487256,-6.32568819870553,0.9916691,20.419853,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966510057273861376",5966510057273861376,253.5077763217806,-41.811164282641855,,,,,19.801313,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820319148416",5966508820319148416,253.6191574440396,-41.86042124020571,0.031069132184085135,-8.953660593649937E-4,-1.1718877462946007,1.070268,20.156965,2.4747276,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820319149056",5966508820319149056,253.62374162652745,-41.85799743660049,,,,,20.240868,3.1428928,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820319149696",5966508820319149696,253.62447544831164,-41.856366505043795,,,,,20.670671,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820319150592",5966508820319150592,253.6243760887361,-41.855455624979164,0.590414980097875,0.2778940525123216,-3.6417598797830797,1.1307501,20.330488,2.1914177,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820319150720",5966508820319150720,253.62111114413062,-41.856138406211294,0.8330838481497405,-13.895542062478466,-6.8954286611542255,0.9901681,20.277237,2.165186,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820321879552",5966508820321879552,253.6274215157827,-41.856859453813094,,,,,20.611698,3.3773956,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820323378304",5966508820323378304,253.617704611374,-41.8536313943394,,,,,20.896303,0.50157547,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820324724224",5966508820324724224,253.6308665107933,-41.86329743713779,,,,,20.795008,1.6051846,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820324728704",5966508820324728704,253.6255232120581,-41.859598440844564,,,,,20.948109,2.5753727,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820325247104",5966508820325247104,253.61861270506824,-41.85344976308388,,,,,20.912785,-0.1455841,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820328919552",5966508820328919552,253.62925686982075,-41.8662611870598,0.20764331649590217,-2.8817073878295143,-3.0781614409944913,1.579687,17.632053,5.4949074,,"VARIABLE",0,true,false,false,true,false,false,true,,,,,,,
"Gaia DR3 5966508820328920960",5966508820328920960,253.63353212996412,-41.86206040308836,0.394596143335282,-1.2684124328746282,-1.0601209083815966,1.0317551,12.954161,3.7063103,-52.217735,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,3842.2083,0.3825,-0.1605,10008.952,5.4493,3.4249,1.9196
"Gaia DR3 5966508820328935680",5966508820328935680,253.61756720196593,-41.856666459239165,0.6810603999814566,-1.2469029822644873,-0.4199582411717886,1.0357841,16.108173,1.3601761,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5875.2427,4.3948,-0.4981,1109.2676,1.4095,1.1362,0.6201
"Gaia DR3 5966508820329348992",5966508820329348992,253.6201974332497,-41.849495598105165,,,,,20.26938,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508820329836928",5966508820329836928,253.62823529179406,-41.86220791439878,,,,,20.756004,1.8113594,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508850378348160",5966508850378348160,253.60622117932908,-41.8688797417233,0.6252326164752748,4.702001293456462,0.886409468161119,1.0299587,16.81497,2.4636364,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4840.641,3.7266,0.2869,1258.9099,3.5555,2.5266,1.3642
"Gaia DR3 5966508850379682176",5966508850379682176,253.6068087527164,-41.86270308176883,0.4840025129723506,-4.037418386683706,-8.214210640733862,1.0162233,18.1238,2.2507935,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4243.9863,4.7847,-0.9017,578.465,2.034,1.4424,0.7825
"Gaia DR3 5966508850386325632",5966508850386325632,253.59502268502953,-41.85581500776356,0.5896115702543694,-0.08778806057612232,-2.4339880514523324,1.030129,16.788328,1.9266205,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5593.2773,4.438,-0.2593,848.8284,2.7516,2.0888,1.1425
"Gaia DR3 5966508850386326656",5966508850386326656,253.59601931603143,-41.85919426250536,0.6147897765484165,-0.5909498868791048,-2.1511134097991906,0.9991441,16.236526,1.8048124,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5388.5425,4.2046,-1.2727,1058.0166,2.12,1.626,0.8949
"Gaia DR3 5966508850386327424",5966508850386327424,253.59628786382115,-41.85460148204214,0.08839581581752616,-2.53304983440432,-2.825522557282582,1.2459415,18.657967,3.342455,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4560.263,3.1682,0.5933,926.2714,9.8537,6.096,3.4836
"Gaia DR3 5966508850386328448",5966508850386328448,253.5969211887035,-41.856168449647825,0.611846817589375,-0.7220896729809531,-2.2452901157058136,0.9680691,17.708864,1.8867893,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4067.2588,4.2147,-2.431,581.5214,1.5563,1.1058,0.6061
"Gaia DR3 5966508850386329600",5966508850386329600,253.59746108677194,-41.85055421923103,0.8791668135196788,-3.048160910727831,-8.003527912904984,1.4754049,18.640635,2.0177307,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508850386329856",5966508850386329856,253.59793757748434,-41.862083088509515,0.5972442721556768,-0.6516277785732504,-2.404033092945018,1.035335,18.26903,2.2378101,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3867.1787,4.7317,-0.2618,614.655,1.3786,0.9437,0.5319
"Gaia DR3 5966508850386329984",5966508850386329984,253.59796755675825,-41.855073912786665,0.6178991000961016,-0.47894529895251425,-2.013537390297642,0.95738065,13.146091,0.5879364,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966508850386331392",5966508850386331392,253.59970209523118,-41.858171316598096,0.5293765488266272,-0.4811841836722983,-1.5092127680303697,0.9274569,11.781028,0.57412434,-41.768154,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966508850386335360",5966508850386335360,253.6030951671011,-41.86103044706182,0.4011240725646539,-0.7111716503635062,-0.8376485007535432,1.161573,17.143486,2.0359612,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,7122.1177,4.3241,-0.0675,1548.9572,3.8844,3.0192,1.6606
"Gaia DR3 5966508850386338944",5966508850386338944,253.60877310305864,-41.858650753219315,0.5557395725115988,-0.5052049209602624,-2.154188841792906,3.7084165,12.311403,0.68787384,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966508850386339200",5966508850386339200,253.60947980103043,-41.871156933439416,0.5238390107675519,-1.046692211456062,-2.2424755988470633,1.0333802,18.897074,3.331852,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3509.3298,4.2958,0.368,824.0316,2.2313,1.3616,0.9579
"Gaia DR3 5966508854675309312",5966508854675309312,253.60851297354023,-41.868065130736305,0.6486425002872169,-0.3956912990817591,-2.980693894186376,0.94706637,18.992548,2.5035954,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3372.5945,4.4388,-0.7317,510.9813,1.5582,1.0118,0.599
"Gaia DR3 5966508854675310848",5966508854675310848,253.605822483726,-41.86866670614035,1.084843688142201,0.11557787070112258,-7.786599974566653,0.9293527,19.88152,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675325184",5966508854675325184,253.61177126985638,-41.86145773847295,0.06327177297005343,0.7661714240038076,-1.714434794075373,1.157181,20.016684,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675325440",5966508854675325440,253.61093149149428,-41.86233338471105,0.8343731387800113,-2.099945629715784,-4.024398861405748,1.0914307,20.183712,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675325568",5966508854675325568,253.61074925727164,-41.86270701444577,4.069052042324778,-4.6431630571799065,-7.403588066442358,1.4259121,20.128222,3.1427994,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675325696",5966508854675325696,253.61121572049518,-41.86176230611295,0.6161927362710174,-0.806090564140598,-2.093692459870413,1.054947,18.186907,2.3961067,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4089.9966,4.6827,-0.2784,607.1152,2.1291,1.4683,0.8062
"Gaia DR3 5966508854675337856",5966508854675337856,253.60512297240098,-41.86242642317527,0.26719921364125526,-0.7517576768558721,-2.070879760742514,0.9969181,18.87267,2.6587067,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3538.664,4.7094,-0.3152,560.4887,1.5485,1.0102,0.6085
"Gaia DR3 5966508854675345024",5966508854675345024,253.60022336136322,-41.863466560445254,1.611533608978808,-0.6769005182644035,-1.219695394839764,1.0828729,20.127863,2.749319,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675369728",5966508854675369728,253.59578931850186,-41.859508816773,,,,,18.976303,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675374464",5966508854675374464,253.59283096748985,-41.86028903393421,1.0569090702037496,-5.449219861121147,-4.548312212331657,0.99260086,18.38106,3.108101,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675380992",5966508854675380992,253.5977361700961,-41.85545540413474,,,,,19.116867,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854675381120",5966508854675381120,253.59730872086928,-41.85497430763458,0.780143124957517,-0.29915448137525164,-1.7558302257293308,0.9539351,18.443935,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854677811328",5966508854677811328,253.6026679206747,-41.853541777503914,0.3966888308948097,-6.47725542551802,-0.37463174830689105,1.2115874,20.175188,1.7938232,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854677818240",5966508854677818240,253.59807257672273,-41.851286725608155,1.2442448340750845,-0.8915532231442097,-1.5538574289743123,1.0489167,19.990131,2.033125,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854678887808",5966508854678887808,253.6120447097272,-41.86066963170779,0.8318821622898575,-2.2875405787609386,-4.917921130591358,1.1103811,20.31275,2.621006,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854678889600",5966508854678889600,253.60448987869492,-41.85876236610417,0.3110247482166413,0.8823163425109889,-1.547937523230968,1.2645621,20.473293,1.402422,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854683122048",5966508854683122048,253.60242399951304,-41.864066580794216,,,,,20.813976,1.5509453,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854683127808",5966508854683127808,253.60985733287146,-41.86834462361379,,,,,20.794617,1.5492992,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684009728",5966508854684009728,253.6067791724053,-41.858713966386176,3.32070447794262,-5.132378333241966,-1.1619017309967292,1.2317655,20.523718,0.73148537,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684009856",5966508854684009856,253.60589622463706,-41.8587056339842,0.5939303732902912,-1.3444906556979204,-0.6980466830433882,1.0557225,20.665915,1.2304268,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684469632",5966508854684469632,253.60561167390034,-41.86564701338847,,,,,20.974546,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684472192",5966508854684472192,253.5999321978858,-41.865058432626164,,,,,20.792072,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684475008",5966508854684475008,253.59944787739602,-41.85998893953528,,,,,20.533895,1.058855,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684476672",5966508854684476672,253.59505789970476,-41.860253404988654,,,,,20.808195,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684476800",5966508854684476800,253.59421543236533,-41.86064136997867,,,,,20.845945,2.546383,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684478848",5966508854684478848,253.5948383335173,-41.857879196389405,,,,,20.685516,0.29663467,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684479872",5966508854684479872,253.59749814078597,-41.854324288843856,,,,,20.432093,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684481792",5966508854684481792,253.59911011065782,-41.850008536162704,-1.1782396046674333,-1.5114087264472829,-4.258075913573408,0.97610223,20.575602,1.7653942,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684983296",5966508854684983296,253.60633234037212,-41.86785141889403,,,,,21.036154,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854684988288",5966508854684988288,253.60154159566858,-41.8580600871274,,,,,20.440578,2.2442589,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854688676096",5966508854688676096,253.60996126236248,-41.8590857611209,-0.03342395522121111,-3.754951567139866,-3.073702075569856,1.1427006,17.672167,2.2329826,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4248.931,2.2494,0.428,1476.4688,9.988,6.067,3.4998
"Gaia DR3 5966510057273861504",5966510057273861504,253.5081496133663,-41.81098018717371,,,,,19.259645,1.6728401,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854688676224",5966508854688676224,253.60275213616902,-41.86326145671894,-0.8521707427862694,-2.125732972768954,-4.098624977211049,1.1581581,19.044062,3.189333,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854688681600",5966508854688681600,253.60023892167993,-41.859559591713726,1.230221001672442,-12.791152564244955,-10.049723152803551,0.97651696,16.020155,1.2844582,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5092.7495,4.6292,-0.7172,677.3865,0.7522,0.5947,0.3216
"Gaia DR3 5966508854688688000",5966508854688688000,253.5969167294472,-41.85545338821189,-0.4296400114368255,-1.4499017789640831,-1.1166965859901437,1.0111383,20.18491,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854689087872",5966508854689087872,253.60069797501086,-41.85619069750932,0.5531593030200208,-0.6693024075603491,-2.463418275924247,0.9783861,12.032216,0.4923315,,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966508854689186944",5966508854689186944,253.6037540933118,-41.8582117381519,-2.2622194985388098,0.8867720049517556,-1.2052312999787704,1.1815212,20.438908,2.9834938,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854689349120",5966508854689349120,253.6007116822116,-41.85828650230369,,,,,19.755907,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854689365120",5966508854689365120,253.59652329507406,-41.84819870206,-2.578541107673043,1.6243379877143194,-2.2445943569272657,1.0625511,20.671183,1.2122002,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854690187264",5966508854690187264,253.60124937299793,-41.85257746186949,,,,,20.958061,0.52321625,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854692271360",5966508854692271360,253.60081712050933,-41.858805706781375,0.052602005073736184,-0.1743209512212856,-0.730304716838021,1.1073767,19.204046,1.1167126,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508854692271488",5966508854692271488,253.60261589177333,-41.858074605546484,-0.24791836424832847,0.1357805417010967,-2.430323094461408,0.92886114,20.334225,0.40532494,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884739160448",5966508884739160448,253.6071702885724,-41.85151981758901,,,,,20.61653,2.276453,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746068992",5966508884746068992,253.598829357922,-41.84030866770243,0.2748990213790593,-0.9958852140368963,-2.381128058501992,1.0966232,20.434124,2.613083,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746069632",5966508884746069632,253.59956205250938,-41.84692327899062,0.6481375166680237,-0.6481110432462325,-4.758354407878624,1.0079831,13.296198,1.7016478,14.98995,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4749.096,2.7675,-0.0261,1409.1184,1.3625,1.0238,0.5419
"Gaia DR3 5966508884746072832",5966508884746072832,253.60198917515993,-41.84402980035036,1.757425589615052,-2.2575086993824756,-2.865421574420559,1.1129456,20.26289,2.5988007,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746073600",5966508884746073600,253.60260335393002,-41.849791840118385,,,,,20.803432,3.441061,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746073856",5966508884746073856,253.60323241574665,-41.84506650531565,-0.3241540307214036,-0.8804890348195669,-3.4306917587709513,1.2600355,18.816257,3.6150398,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966510057273863168",5966510057273863168,253.51888246465109,-41.8092260818909,,,,,20.799505,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746074624",5966508884746074624,253.60394584793858,-41.84831834461238,1.3501872176235739,-1.7607137234956212,-2.920972092914069,1.1158094,20.413,1.5653305,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746076160",5966508884746076160,253.60621655775395,-41.852672282554444,0.18622614962897824,-1.8578292702139012,-3.405510068805905,1.0801791,17.724907,4.6790123,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,4382.979,1.5329,-0.6925,4126.737,9.9982,6.1382,3.5815
"Gaia DR3 5966508884746076416",5966508884746076416,253.60626408232537,-41.84649826847391,0.6040618237044699,-0.622017744481344,-2.31164660000006,0.9602161,17.192528,2.1352673,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4772.519,4.2317,-1.4229,854.2863,2.7454,2.0027,1.1085
"Gaia DR3 5966508884746079488",5966508884746079488,253.61310296147818,-41.8572301644657,0.6987683428101977,-1.1503111970997228,-2.3605250785989984,1.0870624,19.60734,2.5345135,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508884746080640",5966508884746080640,253.61464048991033,-41.85066542402904,0.24291293475833278,-2.3756632022384703,-2.004812313474656,1.2192467,18.671711,2.5078392,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,5036.2793,3.2845,-0.4253,903.9092,9.9769,6.3099,3.6712
"Gaia DR3 5966508884750990336",5966508884750990336,253.61726080093814,-41.84764579681943,0.7003426494762028,-0.7818062481768748,-2.006944000231888,0.9784296,17.542524,2.08786,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4283.8574,4.335,-0.9344,930.36,1.7022,1.2244,0.6644
"Gaia DR3 5966508889035065088",5966508889035065088,253.6148870763326,-41.85880851925602,,,,,20.11069,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035090944",5966508889035090944,253.60823492272053,-41.855935621627935,0.8610013149908771,-1.029499889339275,-1.8035446547239602,1.0102539,18.834454,2.483675,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3591.9026,4.7268,-0.4065,559.9979,1.5137,1.0047,0.5849
"Gaia DR3 5966508889035095296",5966508889035095296,253.6166739881574,-41.850011328164996,0.1698618551752849,-0.9512259142109265,-2.6501597247087836,1.1126361,18.39579,3.7966366,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4499.909,4.1245,-0.2087,437.5474,7.7181,4.9349,2.7979
"Gaia DR3 5966508889035096960",5966508889035096960,253.61775211760008,-41.848892853643065,0.2532152867687506,1.4922377416313375,-8.74887962675681,1.0429893,19.344698,2.2438374,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966510057273863296",5966510057273863296,253.50741080703338,-41.8140443207346,,,,,20.655378,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035104000",5966508889035104000,253.6137674862262,-41.84995047900268,0.25102518231436005,-0.8649466108193482,-2.340794730844319,0.97742814,19.025713,2.8716564,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035117056",5966508889035117056,253.60579676109586,-41.851005513710824,0.291611689669828,-3.1939746014828145,-5.327803536547763,0.9617658,18.478588,4.013254,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4759.0474,3.3829,0.2263,773.3838,9.6434,6.056,3.4746
"Gaia DR3 5966508889035124864",5966508889035124864,253.60256936282022,-41.851064072274376,-0.034677987661600435,3.066119150994751,0.007486884875280179,0.9883294,19.999533,2.3470898,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035135744",5966508889035135744,253.60741284248687,-41.845008566210964,0.25862337330293156,-0.8851595820246951,-1.556332317278109,1.0301421,19.602594,3.368061,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035136896",5966508889035136896,253.60972890452518,-41.84342101600695,1.3075031161984791,0.2868553683879438,-2.3063835464690374,1.7987576,18.62812,2.374302,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035138944",5966508889035138944,253.60949671306707,-41.842708209055786,0.7329650475946485,-2.8899648440339405,-5.09906583110861,1.2450457,20.056843,2.7643948,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035142528",5966508889035142528,253.60572185996364,-41.84400623642524,0.715441766434793,-0.29628985571414257,-2.6249831390251206,1.0761964,18.176273,2.2962818,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4035.461,4.7012,-0.2129,604.5151,1.8866,1.2979,0.7187
"Gaia DR3 5966508889035144192",5966508889035144192,253.6022633961161,-41.8457835884556,1.041099007516036,-0.8236398766067072,-1.463205988074692,0.9675358,19.120253,2.4181175,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966508889035144320",5966508889035144320,253.60357314260767,-41.84471515085083,0.6540471734351113,-1.0239948352579253,-2.0101096114296833,0.94826645,18.710188,2.8520756,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
