designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 5966503975605897728",5966503975605897728,253.4844682974042,-41.8650294440619,0.5939765988437198,-0.7845812612353791,-2.1744438988627026,1.0205971,13.207712,0.5743284,,"VARIABLE",0,true,true,false,true,false,false,true,,,,,,,
"Gaia DR3 5966503975606248832",5966503975606248832,253.4889881629798,-41.86948795570864,1.4247670599452882,-4.905742192340023,-3.6111875014463566,1.0446235,20.190115,0.73952866,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975606300160",5966503975606300160,253.49617416717564,-41.87538521718014,0.757546694762097,0.6922696951430228,-4.841151319376198,0.9548771,20.017569,2.091362,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975606300416",5966503975606300416,253.49563376184284,-41.87320973499655,0.9800857637861543,-4.65869411536826,-4.318411314390859,0.9752057,19.698835,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975606417792",5966503975606417792,253.48210829156923,-41.87532000374709,0.44263563314231996,-3.424981271249383,-0.8247579492974537,1.1494141,,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975606596224",5966503975606596224,253.49031277616888,-41.87861130922726,,,,,20.592936,1.8226223,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975606726016",5966503975606726016,253.48663102040342,-41.87757310065571,,,,,20.708927,1.6374779,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975607032576",5966503975607032576,253.49224830012605,-41.867548486446275,,,,,21.085844,0.13004112,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966503975609508224",5966503975609508224,253.49239104144337,-41.879376435856706,1.7253836693689157,-0.8485843140983691,1.2133357655970616,2.879943,18.252094,1.8725891,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504005655238528",5966504005655238528,253.49805670658975,-41.86780946176933,0.3967690240490468,0.2500172654227786,-1.260821198933602,0.98608494,17.247204,1.7689991,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,5283.9775,4.6805,-1.1482,766.8683,2.0984,1.6,0.8775
"Gaia DR3 5966504005656572672",5966504005656572672,253.49352732266448,-41.85790305558872,0.41108993684103434,-2.641058365155162,-3.7278670945914767,1.0549766,17.139523,3.8505487,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4236.5444,2.583,-0.5475,1105.4996,6.9589,4.4506,2.5245
"Gaia DR3 5966504005663103360",5966504005663103360,253.48406118733516,-41.85631342730643,-0.12191130301306344,-0.16074495731882232,-3.5493560385405925,1.0416093,17.815006,3.6141376,,"VARIABLE",0,false,false,false,true,false,true,true,5498.9004,3.2072,-2.4028,1028.9453,8.5432,5.6326,3.2842
"Gaia DR3 5966504005663103744",5966504005663103744,253.48434532933564,-41.858126891743204,0.6106780897058655,-4.398699947587995,-0.14452376843149978,0.8524618,12.456931,1.6409006,-31.050934,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 5966504005663105408",5966504005663105408,253.48568223942047,-41.851301423910705,0.6251888002830965,-0.7016537423398359,-2.2765921219699194,1.1562746,18.126776,2.0533962,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3853.281,4.7479,-0.3097,596.2401,1.0704,0.7392,0.4142
"Gaia DR3 5966504005663106560",5966504005663106560,253.4865976285001,-41.8537264133723,0.5879747355041339,-0.550875482848783,-2.2145044537429666,1.0709981,16.401068,1.6443939,,"VARIABLE",0,true,false,false,true,false,true,true,4798.296,4.2845,-1.0034,949.2164,1.3338,1.0165,0.5542
"Gaia DR3 5966504005663107328",5966504005663107328,253.48745754252914,-41.86271500640684,0.51328713108363,-1.0282371035690268,-9.006465673235343,1.0119046,16.231285,1.4042835,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,6012.137,4.3772,-0.9762,1217.4373,1.6213,1.308,0.7203
"Gaia DR3 5966504005663109504",5966504005663109504,253.48984601869037,-41.850585836319965,0.4747637971939028,-0.5739161963029389,-2.3690270235626723,1.039368,19.271437,2.7316132,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504005663110528",5966504005663110528,253.49060195213883,-41.856921778056964,0.7187412035661789,-0.5383708770720831,-2.32084867215006,0.9358891,17.886099,2.6065903,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3654.9783,4.266,-0.3586,721.0462,1.681,1.1138,0.6532
"Gaia DR3 5966504005663112192",5966504005663112192,253.4916506826918,-41.8551230594301,0.7608290593226551,-8.882080190709216,-5.625669961226977,1.1077577,18.3327,1.8747902,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3898.2178,4.9192,-1.0467,624.207,0.5043,0.3607,0.1941
"Gaia DR3 5966504005663112576",5966504005663112576,253.4921059513561,-41.8522627753861,0.43023964707029516,-2.1132084314274895,-4.147482702918055,0.9649864,17.539133,2.2139778,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4621.4165,4.3738,-1.1553,809.8696,2.713,1.9563,1.0711
"Gaia DR3 5966504005663118848",5966504005663118848,253.4981709809962,-41.86133749707758,0.6553641141999278,-0.739273647998401,-1.7113044925805694,1.0246394,19.11011,2.613121,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504005663120512",5966504005663120512,253.49962222911574,-41.870661211350786,0.695982137542607,-1.007109393023507,-1.768081502519695,1.0153568,18.858501,2.2832222,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3426.3728,4.894,-0.2271,474.6372,0.6227,0.4052,0.2525
"Gaia DR3 5966504005663121152",5966504005663121152,253.5004284426502,-41.85886142259462,0.5407477424760043,0.9942790046699169,-0.6708232177957489,0.93790835,12.966873,2.640523,9.130504,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,4731.1484,2.235,0.2228,1952.6306,3.9091,2.7299,1.4643
"Gaia DR3 5966504005663122560",5966504005663122560,253.50154328822327,-41.86592497713336,-1.1924219751894856,-0.25583391082335627,-3.2826311278883322,1.3792461,19.593117,3.0651932,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504005663122944",5966504005663122944,253.5017263082211,-41.861679961465406,0.33142313046824506,-2.6403162063986714,-3.448427212959274,1.0149602,16.1615,3.9532242,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4870.0923,2.4312,-0.1493,2008.5667,7.802,5.053,2.8487
"Gaia DR3 5966504005663124864",5966504005663124864,253.50331284099917,-41.86358364042427,0.6648860671934451,-0.7466152808675344,-2.2590448520151547,0.96983796,17.55203,2.4552116,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3654.7075,4.2345,-0.3354,653.6185,1.4729,0.9783,0.5765
"Gaia DR3 5966504009952465408",5966504009952465408,253.49898650388354,-41.864653233286994,0.6538100555856406,-0.7606248493086039,-1.876931659935814,1.0730584,19.933475,2.552744,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009952495232",5966504009952495232,253.49782256390463,-41.85760935985927,0.6711779642147249,-2.7170422107082377,-5.264324856512824,1.059445,20.100328,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009952516608",5966504009952516608,253.4842581854942,-41.86051896372065,0.5529077064102723,-1.7568266279542535,-3.5385091487558906,0.9819637,19.027647,2.0003624,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009952521856",5966504009952521856,253.48946007937616,-41.855364876346485,0.3899306765914455,-4.895148400467836,-4.576748511422448,1.0560869,19.675823,2.4064865,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009952534016",5966504009952534016,253.4857069461841,-41.85413864891726,0.139420443405274,4.259825124136552,-2.2572570979509985,1.0622354,19.625746,2.2778683,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009954781056",5966504009954781056,253.49272377430873,-41.86235534378394,2.318865504846687,-2.248870819335792,-2.381428140780992,1.1049345,20.168056,1.2549171,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009954785152",5966504009954785152,253.49423989014826,-41.85883589339277,0.17497290304293375,-4.312726084597642,-4.05155604495885,1.0894669,20.184456,1.8112259,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009954795776",5966504009954795776,253.48609673808275,-41.856904118689485,0.9982077694522351,0.9304670168128724,-1.7835398759217003,1.2225757,19.910217,1.8387394,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009955789440",5966504009955789440,253.49204565611376,-41.86439124162567,0.730707819628564,-9.925150589262852,-6.406103078865378,0.99285275,16.959785,1.5909529,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4770.8423,4.7324,-1.0169,615.5252,1.257,0.9565,0.5195
"Gaia DR3 5966504009955790976",5966504009955790976,253.49124281707253,-41.86220476538103,2.4180270950461606,-0.8752180292542922,-3.37208613202958,1.0278999,19.831696,1.8848,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009955791360",5966504009955791360,253.49387403734355,-41.86007652784034,-0.9596007166477599,-2.214522939483247,-1.6188298771532448,1.0019729,20.612467,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009955791488",5966504009955791488,253.49409975273295,-41.8604412900281,0.45419211898277845,-0.04926540561706505,-4.441638144633033,1.0989932,19.772076,2.403185,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009955792128",5966504009955792128,253.49841646784648,-41.85776739538573,0.44737083351189977,-2.6728506024213425,-9.383100194801983,1.0092206,18.968805,2.0491962,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3783.8862,4.7524,-1.4753,614.4897,0.6373,0.4494,0.2426
"Gaia DR3 5966504009955792768",5966504009955792768,253.4952724166793,-41.85666247367599,0.40263312005252067,2.9671966775047345,-12.187458413611823,1.013142,20.238108,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009956127744",5966504009956127744,253.49273348927414,-41.86113922051164,-0.5890985806942839,-0.8249388202291914,-3.790119678889595,1.0362692,19.726833,2.149849,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009959952000",5966504009959952000,253.48976509573995,-41.855807404629495,,,,,20.5787,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009959958656",5966504009959958656,253.49943565418235,-41.8573620909989,0.11258710787859569,-0.9245256232119041,0.14628060321083564,1.0790479,20.479992,3.4619923,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009959959552",5966504009959959552,253.4867018908374,-41.86320739968047,4.994513441970192,-3.956230077306886,-4.621739065968783,1.0326777,20.296835,1.8577232,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009965628800",5966504009965628800,253.50123898203466,-41.86231824835087,,,,,19.579803,3.1542263,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009965631872",5966504009965631872,253.49328042274087,-41.86363395105875,0.5585349736171826,-3.1729562210040045,-4.540812083836025,0.9520836,12.455812,1.9826555,6.265296,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4728.684,2.3324,0.1271,2120.3809,2.1021,1.5396,0.8141
"Gaia DR3 5966504009965646592",5966504009965646592,253.48963030887282,-41.85284894954925,0.4076578265709755,-5.705543608076055,-4.858168554498128,1.0745066,14.771565,2.2936144,-78.68479,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,4669.7886,2.4071,-0.4465,2256.4019,2.8945,2.0744,1.1229
"Gaia DR3 5966504009966044032",5966504009966044032,253.49294682061787,-41.85484746669743,1.9501072435220907,-2.190423861423414,-2.2656371300968203,1.0982853,20.307932,2.2978764,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009966472064",5966504009966472064,253.50336833013432,-41.860949297283206,,,,,20.91185,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009969273600",5966504009969273600,253.4940636543748,-41.86337300204957,1.5434029484588263,0.4474525050550491,-6.144291654863407,1.8178236,18.333448,1.7747965,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504009969273728",5966504009969273728,253.49166524837665,-41.86502161630546,2.1662031068409116,-2.9089204446296764,-3.0901211365690475,1.1143655,19.804966,1.52952,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504040016042880",5966504040016042880,253.4684603587745,-41.86163395321005,0.314343384697879,-3.689153457591159,-6.5491604809624775,0.98956263,17.718195,1.735281,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4833.318,4.7974,-1.5042,754.4011,1.5709,1.19,0.6517
"Gaia DR3 5966504040016044032",5966504040016044032,253.47020474126597,-41.859892201475915,0.9354500282785141,-0.8437813464483956,-2.1861054977722327,0.9685627,19.173782,2.5479794,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504040016046976",5966504040016046976,253.46359723790684,-41.85605488291115,0.35696966675331226,1.4039422603279745,-0.8889299458253658,0.99005336,18.457832,2.6884937,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4051.75,4.3823,-0.791,758.7719,3.0635,2.0742,1.147
"Gaia DR3 5966504040016310784",5966504040016310784,253.46937351501077,-41.857562243691646,0.567652038114099,-5.244474715572968,-6.828915476393151,0.9807753,18.229805,1.8493347,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4196.801,4.8076,-1.1432,789.6584,0.6765,0.4953,0.2668
"Gaia DR3 5966504040022824576",5966504040022824576,253.46811598365971,-41.85596461071775,0.16674011415600776,-3.5016432018970214,-2.4794465297705033,0.99305713,18.33744,4.146391,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4712.089,3.3769,0.3319,888.0276,8.782,5.5746,3.1631
"Gaia DR3 5966504040022828544",5966504040022828544,253.47231838571724,-41.85446105390665,4.30094038400858,-1.2772070089997962,-9.795644119644017,1.1645336,20.280201,2.6643562,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504040022829696",5966504040022829696,253.4734305557768,-41.855590541117856,0.48521066105953115,-0.6159793602114767,-3.4331885362293724,0.9963626,17.74131,1.8489075,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4509.3286,4.8056,-1.1888,677.3832,1.3884,1.0292,0.557
"Gaia DR3 5966504040022832896",5966504040022832896,253.47653408383925,-41.86934609665029,0.3340077877005766,-2.924951423103284,-3.137363924031513,1.0742799,17.658697,1.2488337,,"NOT_AVAILABLE",0,false,false,false,false,false,false,true,,,,,,,
"Gaia DR3 5966504040022837760",5966504040022837760,253.48048259573832,-41.86148244648621,0.5517232987370652,-3.8237343872662466,-4.669878591828552,1.0231417,18.170837,2.0321484,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4210.495,4.818,-1.0424,596.1343,1.704,1.2125,0.6577
"Gaia DR3 5966504040022838016",5966504040022838016,253.48063753252893,-41.86458894978628,0.4669165385446485,-2.338822288617838,-2.8577562564579875,1.1837364,17.352795,1.5362473,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4654.6904,4.782,-1.1402,761.8322,0.8428,0.644,0.347
"Gaia DR3 5966504044312265216",5966504044312265216,253.47567420198777,-41.862160070831024,0.6161034922763546,-1.4257502984729855,-1.9424277009998494,1.0095477,20.106558,0.96474457,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312270464",5966504044312270464,253.47057595988085,-41.86369519249458,,,,,17.527727,1.9555645,,"NOT_AVAILABLE",0,true,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312272640",5966504044312272640,253.47148633179646,-41.862617935033484,0.9817234828680489,-2.231395389587952,-4.893808980238089,0.9978049,19.817377,2.274805,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312281472",5966504044312281472,253.4722107969115,-41.85912193593925,0.2484491316101648,-0.8816978823961246,-1.726702933241926,1.0451635,19.767649,2.8422012,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312288384",5966504044312288384,253.4736552066022,-41.8560987398779,-0.1383148716622707,-1.3006416017289,-0.7973239783118464,0.9578307,19.744654,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312291456",5966504044312291456,253.46880541565662,-41.857380548732614,1.6888637857667188,-2.6687981684975424,0.39005936582083844,1.0069517,19.7247,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312301440",5966504044312301440,253.46391616418893,-41.858250979669634,1.2227865193600822,-5.254611502595712,0.25567305894143516,1.3426118,18.947199,2.218521,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312301696",5966504044312301696,253.46385294091664,-41.8584305537123,0.641586465094434,-2.7294682818459064,-2.0907329995063595,1.1223586,19.316338,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312305920",5966504044312305920,253.46920908404408,-41.85445094037525,0.618898727972352,-0.5466724201383846,-2.019193613890631,1.020742,17.73256,2.0473423,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4393.4487,4.332,-1.5179,814.3198,2.2663,1.6256,0.8904
"Gaia DR3 5966504044312306176",5966504044312306176,253.46963577812704,-41.853856317400734,0.34310947235026434,0.542187054671654,-3.1273462025288414,1.1648067,18.676708,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044312311680",5966504044312311680,253.46163249164775,-41.857499131131824,0.5098596642631721,-2.6079471265485012,-5.749686207052643,1.0160245,18.805872,2.0421772,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3660.617,4.4047,-1.7963,568.1892,0.8174,0.5672,0.3097
"Gaia DR3 5966504044312314496",5966504044312314496,253.46872280629853,-41.852612889315374,1.2606206444706538,-0.71578135061091,-1.8029767717488765,1.0348465,18.959553,1.9094219,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3596.7527,4.5489,-1.731,527.351,0.2683,0.1878,0.1014
"Gaia DR3 5966504044312318080",5966504044312318080,253.46769945971755,-41.852229369890395,0.8602937675904676,-9.033013168015474,-1.5950434996383085,0.9462301,18.775072,1.9381237,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3659.307,4.8203,-1.6898,443.5698,0.1097,0.0773,0.0421
"Gaia DR3 5966504044314532736",5966504044314532736,253.4817493782014,-41.860129017910914,2.8755459439628264,-2.197511347799954,-0.1755486543783662,1.107225,20.303541,2.0961132,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044314539392",5966504044314539392,253.46959204670446,-41.862139891771974,0.01666397665212553,-0.3295197200345883,-2.8350789748548095,0.99289024,19.4345,3.1041794,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044315867776",5966504044315867776,253.46746662650543,-41.86486487940622,0.8236014098617452,-4.891362625433277,-0.5019606811659887,1.0864989,20.443113,2.4211044,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319676672",5966504044319676672,253.46604419307815,-41.85127842166449,-3.9769085855735966,-6.311214352099323,-4.0081214667398495,1.140387,20.58324,2.4093857,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319680128",5966504044319680128,253.46270945263544,-41.85602235576422,,,,,20.812218,2.577423,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319684992",5966504044319684992,253.47265494454666,-41.856852571423474,1.3887399053192881,-1.0389363791448347,-0.47864044451615795,1.0727074,20.49045,1.8387909,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319688832",5966504044319688832,253.4752951186958,-41.860341563132764,,,,,20.784101,1.1169662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319695104",5966504044319695104,253.4713810718153,-41.8666054999812,,,,,20.73139,2.060112,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044319701248",5966504044319701248,253.47844998250832,-41.86917362769264,0.3118828526902767,2.025471655421006,-4.78955998286153,1.0360153,19.171946,1.3579865,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044320650496",5966504044320650496,253.4779979428443,-41.85871921427548,,,,,20.635033,2.0398216,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044325373440",5966504044325373440,253.47716255471687,-41.87083513272157,0.594465043324347,-0.9381670512378716,-2.8697741773725642,0.7716848,9.580969,0.34142113,,"VARIABLE",0,true,true,false,true,false,false,true,15168.896,3.449,0.2558,1787.6133,1.1477,1.0971,0.5946
"Gaia DR3 5966504044325393408",5966504044325393408,253.46470533644418,-41.85830590062367,0.4459421522671421,-0.5851570150404628,-2.086611602265678,0.9983004,18.621412,2.4844532,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3675.7966,4.7982,-0.3497,509.3552,1.6198,1.0802,0.625
"Gaia DR3 5966504044325393792",5966504044325393792,253.4697390727434,-41.85401628946314,0.5660651147508824,-1.039852979847801,-3.4186884154647927,1.6661319,18.543736,2.4597435,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044325727616",5966504044325727616,253.47982896067907,-41.86369975486891,,,,,20.48866,2.9579124,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044325727744",5966504044325727744,253.4796628315543,-41.86364582762816,,,,,19.94795,2.8388844,,"VARIABLE",0,false,false,false,true,false,false,false,,,,,,,
"Gaia DR3 5966504044325779072",5966504044325779072,253.47737167279237,-41.86841287139308,1.6633828854748922,-4.312045921403079,-2.6294069979346544,0.9605969,20.334923,1.5884686,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 5966504044326036864",5966504044326036864,253.4623543229116,-41.85936642142898,,,,,20.707138,2.6609955,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
